role,company_name,job_description,resume_text,resume_keywords,is_selected,callbacks_from_company
Backend Developer,Orbit Technologies,"We are hiring a Backend Developer for our saas platform. Required skills: mongodb, express, rest api, flask, microservices. Preferred tools: rabbitmq, pytest, kafka. Responsibilities include built microservices, implemented authentication, and optimized database queries.","Backend Developer with hands-on experience in saas. Key strengths include redis, postgresql, rest api, python, node.js and practical delivery in production systems. Experience: built microservices, optimized database queries, and designed scalable apis. Tools used: pytest, kafka, swagger. Achievements: improved throughput by 12%; cut incident volume by 12%. Additional exposure: next.js.","postgresql, python, microservices, rest api, node.js, rabbitmq, kafka, implemented authentication, built microservices",0,1
Backend Developer,Nex Analytics,"We are hiring a Backend Developer for our logistics platform. Required skills: postgresql, mongodb, express, microservices, python. Preferred tools: docker, kafka, swagger. Responsibilities include built microservices, improved service reliability, and optimized database queries.","Backend Developer with hands-on experience in ecommerce. Key strengths include python, redis, mongodb, postgresql, node.js and practical delivery in production systems. Experience: implemented authentication, improved service reliability, and built microservices. Tools used: kafka, rabbitmq, docker. Achievements: improved model accuracy by 54%; improved throughput by 60%. Additional exposure: excel.","microservices, node.js, mongodb, postgresql, rest api, rabbitmq, docker, implemented authentication, built microservices",1,1
Backend Developer,BluePeak Systems,"We are hiring a Backend Developer for our edtech platform. Required skills: rest api, node.js, postgresql, mongodb, express. Preferred tools: swagger, docker, kafka. Responsibilities include optimized database queries, implemented authentication, and designed scalable apis.","Backend Developer with hands-on experience in banking. Key strengths include rest api, python, mongodb, redis, postgresql and practical delivery in production systems. Experience: built microservices, implemented authentication, and optimized database queries. Tools used: kafka, pytest, docker. Achievements: cut incident volume by 52%; improved throughput by 30%. Additional exposure: kubernetes.","express, node.js, rest api, redis, python, swagger, kafka, designed scalable apis, implemented authentication",1,1
Backend Developer,Vertex Systems,"We are hiring a Backend Developer for our telecom platform. Required skills: python, mongodb, postgresql, express, node.js. Preferred tools: swagger, docker, kafka. Responsibilities include improved service reliability, designed scalable apis, and implemented authentication.","Backend Developer with hands-on experience in logistics. Key strengths include python, mongodb, microservices, rest api, flask and practical delivery in production systems. Experience: built microservices, designed scalable apis, and optimized database queries. Tools used: rabbitmq, swagger, pytest. Achievements: improved model accuracy by 54%; cut incident volume by 30%. Additional exposure: usability testing.","node.js, express, postgresql, microservices, mongodb, kafka, rabbitmq, implemented authentication, designed scalable apis",1,3
Backend Developer,Vertex Labs,"We are hiring a Backend Developer for our edtech platform. Required skills: express, rest api, redis, microservices, node.js. Preferred tools: rabbitmq, kafka, docker. Responsibilities include built microservices, implemented authentication, and designed scalable apis.","Backend Developer with hands-on experience in healthcare. Key strengths include microservices, redis, python, postgresql, rest api and practical delivery in production systems. Experience: implemented authentication, designed scalable apis, and built microservices. Tools used: docker, pytest, kafka. Achievements: improved throughput by 40%; reduced latency by 56%. Additional exposure: soc operations.","rest api, express, redis, node.js, postgresql, swagger, docker, implemented authentication, optimized database queries",1,3
Backend Developer,Prime Works,"We are hiring a Backend Developer for our logistics platform. Required skills: express, rest api, node.js, python, redis. Preferred tools: kafka, rabbitmq, docker. Responsibilities include implemented authentication, built microservices, and designed scalable apis.","Backend Developer with hands-on experience in fintech. Key strengths include flask, express, python, postgresql, rest api and practical delivery in production systems. Experience: implemented authentication, designed scalable apis, and optimized database queries. Tools used: pytest, swagger, rabbitmq. Achievements: reduced cloud costs by 39%; cut incident volume by 63%. Additional exposure: python.","postgresql, express, python, microservices, redis, swagger, pytest, designed scalable apis, optimized database queries",1,2
Backend Developer,Nex Labs,"We are hiring a Backend Developer for our healthcare platform. Required skills: mongodb, postgresql, node.js, redis, python. Preferred tools: swagger, kafka, pytest. Responsibilities include implemented authentication, optimized database queries, and designed scalable apis.","Backend Developer with hands-on experience in healthcare. Key strengths include postgresql, express, node.js, mongodb, flask and practical delivery in production systems. Experience: implemented authentication, optimized database queries, and built microservices. Tools used: kafka, swagger, docker. Achievements: increased conversion by 19%; improved throughput by 37%. Additional exposure: stakeholder management.","node.js, redis, express, flask, microservices, kafka, pytest, designed scalable apis, built microservices",1,1
Backend Developer,Orbit Technologies,"We are hiring a Backend Developer for our fintech platform. Required skills: flask, express, mongodb, rest api, node.js. Preferred tools: rabbitmq, docker, swagger. Responsibilities include improved service reliability, designed scalable apis, and built microservices.","Backend Developer with hands-on experience in ecommerce. Key strengths include rest api, node.js, microservices, mongodb, flask and practical delivery in production systems. Experience: improved service reliability, optimized database queries, and built microservices. Tools used: docker, swagger, rabbitmq. Achievements: cut incident volume by 14%; improved throughput by 55%. Additional exposure: terraform.","redis, express, mongodb, rest api, microservices, kafka, swagger, implemented authentication, designed scalable apis",1,3
Backend Developer,Vertex Works,"We are hiring a Backend Developer for our banking platform. Required skills: mongodb, rest api, redis, node.js, postgresql. Preferred tools: docker, rabbitmq, pytest. Responsibilities include optimized database queries, improved service reliability, and implemented authentication.","Backend Developer with hands-on experience in logistics. Key strengths include rest api, flask, python, postgresql, mongodb and practical delivery in production systems. Experience: built microservices, implemented authentication, and improved service reliability. Tools used: docker, kafka, swagger. Achievements: reduced latency by 46%; improved model accuracy by 39%. Additional exposure: redux.","redis, python, mongodb, microservices, express, docker, swagger, built microservices, improved service reliability",0,0
Backend Developer,Nex Solutions,"We are hiring a Backend Developer for our edtech platform. Required skills: flask, express, python, microservices, rest api. Preferred tools: kafka, docker, rabbitmq. Responsibilities include optimized database queries, improved service reliability, and built microservices.","Backend Developer with hands-on experience in retail. Key strengths include microservices, express, node.js, flask, mongodb and practical delivery in production systems. Experience: designed scalable apis, optimized database queries, and implemented authentication. Tools used: pytest, kafka, swagger. Achievements: improved model accuracy by 56%; reduced cloud costs by 68%. Additional exposure: spring boot.","mongodb, express, microservices, postgresql, flask, kafka, docker, designed scalable apis, built microservices",0,0
Backend Developer,Prime Digital,"We are hiring a Backend Developer for our fintech platform. Required skills: python, redis, flask, mongodb, express. Preferred tools: swagger, docker, rabbitmq. Responsibilities include built microservices, optimized database queries, and designed scalable apis.","Backend Developer with hands-on experience in healthcare. Key strengths include python, mongodb, postgresql, flask, node.js and practical delivery in production systems. Experience: built microservices, designed scalable apis, and improved service reliability. Tools used: pytest, swagger, rabbitmq. Achievements: increased conversion by 12%; improved model accuracy by 27%. Additional exposure: time series.","flask, postgresql, node.js, microservices, redis, swagger, pytest, built microservices, designed scalable apis",0,0
Backend Developer,Nova Analytics,"We are hiring a Backend Developer for our banking platform. Required skills: rest api, microservices, mongodb, node.js, redis. Preferred tools: pytest, rabbitmq, docker. Responsibilities include optimized database queries, implemented authentication, and designed scalable apis.","Backend Developer with hands-on experience in fintech. Key strengths include node.js, postgresql, mongodb, microservices, rest api and practical delivery in production systems. Experience: built microservices, optimized database queries, and improved service reliability. Tools used: docker, kafka, pytest. Achievements: reduced cloud costs by 14%; increased conversion by 35%. Additional exposure: time series.","mongodb, express, flask, node.js, python, docker, kafka, improved service reliability, designed scalable apis",0,1
Backend Developer,Apex Works,"We are hiring a Backend Developer for our healthcare platform. Required skills: express, redis, flask, mongodb, python. Preferred tools: rabbitmq, docker, pytest. Responsibilities include designed scalable apis, implemented authentication, and improved service reliability.","Backend Developer with hands-on experience in saas. Key strengths include express, rest api, redis, mongodb, microservices and practical delivery in production systems. Experience: implemented authentication, designed scalable apis, and built microservices. Tools used: swagger, pytest, rabbitmq. Achievements: cut incident volume by 40%; increased conversion by 48%. Additional exposure: typescript.","redis, postgresql, microservices, express, node.js, rabbitmq, swagger, implemented authentication, optimized database queries",0,0
Backend Developer,Nova Digital,"We are hiring a Backend Developer for our logistics platform. Required skills: flask, postgresql, node.js, python, express. Preferred tools: rabbitmq, swagger, kafka. Responsibilities include optimized database queries, improved service reliability, and built microservices.","Backend Developer with hands-on experience in saas. Key strengths include flask, mongodb, node.js, express, rest api and practical delivery in production systems. Experience: built microservices, implemented authentication, and improved service reliability. Tools used: docker, kafka, swagger. Achievements: reduced cloud costs by 35%; cut incident volume by 42%. Additional exposure: api integration.","node.js, express, redis, microservices, flask, pytest, docker, designed scalable apis, optimized database queries",0,1
Backend Developer,Nova Labs,"We are hiring a Backend Developer for our logistics platform. Required skills: redis, postgresql, node.js, flask, microservices. Preferred tools: docker, pytest, kafka. Responsibilities include built microservices, implemented authentication, and optimized database queries.","Backend Developer with hands-on experience in fintech. Key strengths include flask, python, mongodb, node.js, rest api and practical delivery in production systems. Experience: designed scalable apis, built microservices, and improved service reliability. Tools used: kafka, pytest, swagger. Achievements: saved 13 engineering hours per month; saved 41 engineering hours per month. Additional exposure: prioritization.","rest api, node.js, python, express, microservices, rabbitmq, swagger, designed scalable apis, built microservices",0,1
Backend Developer,Vertex Solutions,"We are hiring a Backend Developer for our banking platform. Required skills: postgresql, microservices, rest api, express, node.js. Preferred tools: pytest, rabbitmq, kafka. Responsibilities include improved service reliability, built microservices, and optimized database queries.","Backend Developer with hands-on experience in retail. Key strengths include python, mongodb, node.js, redis, microservices and practical delivery in production systems. Experience: built microservices, designed scalable apis, and implemented authentication. Tools used: rabbitmq, docker, swagger. Achievements: improved model accuracy by 31%; reduced cloud costs by 62%. Additional exposure: accessibility.","flask, microservices, postgresql, rest api, redis, rabbitmq, pytest, optimized database queries, designed scalable apis",1,2
Backend Developer,BluePeak Analytics,"We are hiring a Backend Developer for our logistics platform. Required skills: redis, postgresql, express, microservices, flask. Preferred tools: pytest, rabbitmq, kafka. Responsibilities include built microservices, optimized database queries, and designed scalable apis.","Backend Developer with hands-on experience in telecom. Key strengths include microservices, redis, flask, node.js, python and practical delivery in production systems. Experience: optimized database queries, built microservices, and designed scalable apis. Tools used: rabbitmq, pytest, docker. Achievements: saved 66 engineering hours per month; improved throughput by 44%. Additional exposure: python.","microservices, flask, postgresql, python, express, pytest, docker, designed scalable apis, optimized database queries",1,2
Backend Developer,Quantum Analytics,"We are hiring a Backend Developer for our fintech platform. Required skills: express, node.js, flask, mongodb, python. Preferred tools: pytest, swagger, rabbitmq. Responsibilities include optimized database queries, implemented authentication, and designed scalable apis.","Backend Developer with hands-on experience in logistics. Key strengths include python, flask, microservices, redis, node.js and practical delivery in production systems. Experience: designed scalable apis, built microservices, and optimized database queries. Tools used: rabbitmq, docker, swagger. Achievements: reduced cloud costs by 45%; saved 38 engineering hours per month. Additional exposure: python.","postgresql, mongodb, python, rest api, express, pytest, kafka, improved service reliability, implemented authentication",1,1
Backend Developer,Orbit Digital,"We are hiring a Backend Developer for our saas platform. Required skills: express, rest api, python, redis, postgresql. Preferred tools: swagger, docker, pytest. Responsibilities include improved service reliability, built microservices, and optimized database queries.","Backend Developer with hands-on experience in telecom. Key strengths include postgresql, node.js, microservices, express, rest api and practical delivery in production systems. Experience: improved service reliability, optimized database queries, and implemented authentication. Tools used: pytest, swagger, docker. Achievements: cut incident volume by 50%; reduced cloud costs by 13%. Additional exposure: feature store.","flask, python, postgresql, rest api, express, docker, rabbitmq, optimized database queries, designed scalable apis",1,4
Backend Developer,Apex Analytics,"We are hiring a Backend Developer for our saas platform. Required skills: python, rest api, microservices, mongodb, node.js. Preferred tools: pytest, kafka, docker. Responsibilities include built microservices, designed scalable apis, and optimized database queries.","Backend Developer with hands-on experience in fintech. Key strengths include rest api, redis, microservices, flask, node.js and practical delivery in production systems. Experience: improved service reliability, optimized database queries, and designed scalable apis. Tools used: docker, rabbitmq, pytest. Achievements: increased conversion by 16%; reduced latency by 50%. Additional exposure: monitoring.","redis, rest api, express, python, node.js, swagger, rabbitmq, optimized database queries, improved service reliability",1,2
Backend Developer,Prime Works,"We are hiring a Backend Developer for our banking platform. Required skills: node.js, flask, redis, mongodb, express. Preferred tools: kafka, swagger, docker. Responsibilities include implemented authentication, optimized database queries, and built microservices.","Backend Developer with hands-on experience in fintech. Key strengths include node.js, redis, rest api, flask, postgresql and practical delivery in production systems. Experience: designed scalable apis, improved service reliability, and optimized database queries. Tools used: swagger, rabbitmq, kafka. Achievements: cut incident volume by 62%; reduced cloud costs by 52%. Additional exposure: linux.","redis, rest api, node.js, python, mongodb, swagger, kafka, optimized database queries, implemented authentication",1,1
Backend Developer,Orbit Analytics,"We are hiring a Backend Developer for our edtech platform. Required skills: node.js, mongodb, microservices, python, flask. Preferred tools: docker, pytest, kafka. Responsibilities include implemented authentication, designed scalable apis, and improved service reliability.","Backend Developer with hands-on experience in ecommerce. Key strengths include rest api, flask, redis, python, microservices and practical delivery in production systems. Experience: improved service reliability, optimized database queries, and implemented authentication. Tools used: rabbitmq, docker, kafka. Achievements: increased conversion by 59%; cut incident volume by 42%. Additional exposure: usability testing.","mongodb, rest api, node.js, postgresql, microservices, docker, kafka, implemented authentication, built microservices",0,0
Backend Developer,Prime Analytics,"We are hiring a Backend Developer for our healthcare platform. Required skills: rest api, postgresql, node.js, express, flask. Preferred tools: rabbitmq, docker, swagger. Responsibilities include improved service reliability, optimized database queries, and built microservices.","Backend Developer with hands-on experience in banking. Key strengths include python, redis, rest api, express, mongodb and practical delivery in production systems. Experience: built microservices, implemented authentication, and optimized database queries. Tools used: swagger, pytest, kafka. Achievements: reduced latency by 31%; cut incident volume by 60%. Additional exposure: scikit-learn.","postgresql, mongodb, python, express, rest api, kafka, swagger, built microservices, implemented authentication",1,4
Backend Developer,Prime Works,"We are hiring a Backend Developer for our ecommerce platform. Required skills: python, node.js, mongodb, rest api, microservices. Preferred tools: swagger, docker, kafka. Responsibilities include implemented authentication, improved service reliability, and optimized database queries.","Backend Developer with hands-on experience in telecom. Key strengths include postgresql, rest api, node.js, express, python and practical delivery in production systems. Experience: built microservices, implemented authentication, and improved service reliability. Tools used: pytest, kafka, rabbitmq. Achievements: reduced latency by 37%; improved model accuracy by 31%. Additional exposure: junit.","mongodb, postgresql, rest api, redis, express, pytest, docker, designed scalable apis, built microservices",1,2
Backend Developer,Quantum Labs,"We are hiring a Backend Developer for our ecommerce platform. Required skills: redis, flask, rest api, python, postgresql. Preferred tools: rabbitmq, kafka, swagger. Responsibilities include designed scalable apis, optimized database queries, and implemented authentication.","Backend Developer with hands-on experience in telecom. Key strengths include flask, postgresql, redis, express, rest api and practical delivery in production systems. Experience: improved service reliability, optimized database queries, and built microservices. Tools used: swagger, docker, kafka. Achievements: reduced cloud costs by 29%; reduced latency by 13%. Additional exposure: soc operations.","rest api, node.js, python, postgresql, flask, pytest, swagger, improved service reliability, designed scalable apis",1,4
Backend Developer,Nex Systems,"We are hiring a Backend Developer for our logistics platform. Required skills: mongodb, express, microservices, flask, redis. Preferred tools: docker, swagger, pytest. Responsibilities include built microservices, improved service reliability, and designed scalable apis.","Backend Developer with hands-on experience in telecom. Key strengths include python, redis, express, microservices, flask and practical delivery in production systems. Experience: implemented authentication, built microservices, and improved service reliability. Tools used: swagger, docker, pytest. Achievements: cut incident volume by 62%; saved 17 engineering hours per month. Additional exposure: wireframing.","flask, redis, express, node.js, python, docker, kafka, designed scalable apis, improved service reliability",1,4
Backend Developer,Apex Solutions,"We are hiring a Backend Developer for our ecommerce platform. Required skills: python, rest api, flask, mongodb, redis. Preferred tools: swagger, pytest, docker. Responsibilities include built microservices, designed scalable apis, and optimized database queries.","Backend Developer with hands-on experience in ecommerce. Key strengths include rest api, mongodb, microservices, postgresql, redis and practical delivery in production systems. Experience: built microservices, optimized database queries, and implemented authentication. Tools used: pytest, swagger, kafka. Achievements: reduced latency by 31%; cut incident volume by 48%. Additional exposure: power bi.","redis, express, postgresql, python, rest api, pytest, rabbitmq, built microservices, optimized database queries",1,3
Backend Developer,Vertex Systems,"We are hiring a Backend Developer for our healthcare platform. Required skills: express, postgresql, python, rest api, microservices. Preferred tools: kafka, docker, rabbitmq. Responsibilities include designed scalable apis, implemented authentication, and improved service reliability.","Backend Developer with hands-on experience in logistics. Key strengths include python, node.js, redis, rest api, express and practical delivery in production systems. Experience: built microservices, optimized database queries, and improved service reliability. Tools used: rabbitmq, docker, swagger. Achievements: reduced latency by 30%; cut incident volume by 65%. Additional exposure: microservices.","redis, express, mongodb, rest api, node.js, swagger, docker, built microservices, improved service reliability",0,0
Backend Developer,BluePeak Works,"We are hiring a Backend Developer for our edtech platform. Required skills: postgresql, flask, express, microservices, mongodb. Preferred tools: docker, pytest, swagger. Responsibilities include optimized database queries, implemented authentication, and improved service reliability.","Backend Developer with hands-on experience in healthcare. Key strengths include flask, express, mongodb, microservices, python and practical delivery in production systems. Experience: optimized database queries, improved service reliability, and built microservices. Tools used: rabbitmq, kafka, pytest. Achievements: increased conversion by 32%; improved throughput by 66%. Additional exposure: ml pipelines.","mongodb, redis, python, rest api, node.js, rabbitmq, pytest, improved service reliability, built microservices",0,0
Backend Developer,Quantum Labs,"We are hiring a Backend Developer for our banking platform. Required skills: redis, flask, microservices, rest api, mongodb. Preferred tools: kafka, swagger, rabbitmq. Responsibilities include implemented authentication, improved service reliability, and built microservices.","Backend Developer with hands-on experience in logistics. Key strengths include mongodb, python, redis, rest api, express and practical delivery in production systems. Experience: implemented authentication, optimized database queries, and built microservices. Tools used: kafka, docker, swagger. Achievements: cut incident volume by 63%; reduced cloud costs by 24%. Additional exposure: model serving.","rest api, express, node.js, postgresql, flask, kafka, pytest, built microservices, improved service reliability",0,0
Backend Developer,Nova Solutions,"We are hiring a Backend Developer for our logistics platform. Required skills: node.js, mongodb, rest api, postgresql, flask. Preferred tools: pytest, kafka, docker. Responsibilities include improved service reliability, optimized database queries, and implemented authentication.","Backend Developer with hands-on experience in fintech. Key strengths include rest api, python, mongodb, microservices, redis and practical delivery in production systems. Experience: designed scalable apis, optimized database queries, and built microservices. Tools used: kafka, pytest, docker. Achievements: reduced latency by 53%; reduced cloud costs by 62%. Additional exposure: prototyping.","redis, python, mongodb, node.js, postgresql, kafka, docker, optimized database queries, improved service reliability",0,0
Backend Developer,BluePeak Analytics,"We are hiring a Backend Developer for our fintech platform. Required skills: flask, node.js, python, postgresql, redis. Preferred tools: docker, rabbitmq, swagger. Responsibilities include implemented authentication, built microservices, and improved service reliability.","Backend Developer with hands-on experience in fintech. Key strengths include express, postgresql, node.js, redis, python and practical delivery in production systems. Experience: built microservices, improved service reliability, and designed scalable apis. Tools used: pytest, rabbitmq, kafka. Achievements: improved model accuracy by 52%; cut incident volume by 44%. Additional exposure: python.","node.js, express, mongodb, postgresql, redis, docker, rabbitmq, optimized database queries, improved service reliability",1,3
Backend Developer,Quantum Technologies,"We are hiring a Backend Developer for our banking platform. Required skills: node.js, express, redis, flask, python. Preferred tools: docker, swagger, rabbitmq. Responsibilities include built microservices, implemented authentication, and improved service reliability.","Backend Developer with hands-on experience in edtech. Key strengths include python, express, postgresql, node.js, mongodb and practical delivery in production systems. Experience: implemented authentication, optimized database queries, and improved service reliability. Tools used: rabbitmq, pytest, swagger. Achievements: saved 59 engineering hours per month; improved throughput by 50%. Additional exposure: report automation.","python, node.js, mongodb, microservices, rest api, rabbitmq, kafka, built microservices, designed scalable apis",0,0
Backend Developer,Apex Solutions,"We are hiring a Backend Developer for our telecom platform. Required skills: redis, flask, express, node.js, postgresql. Preferred tools: pytest, swagger, docker. Responsibilities include designed scalable apis, implemented authentication, and improved service reliability.","Backend Developer with hands-on experience in saas. Key strengths include node.js, express, mongodb, microservices, python and practical delivery in production systems. Experience: improved service reliability, built microservices, and optimized database queries. Tools used: kafka, swagger, docker. Achievements: increased conversion by 52%; reduced cloud costs by 24%. Additional exposure: ci/cd.","postgresql, flask, mongodb, microservices, node.js, rabbitmq, kafka, optimized database queries, implemented authentication",0,0
Backend Developer,Orbit Digital,"We are hiring a Backend Developer for our edtech platform. Required skills: python, rest api, node.js, microservices, flask. Preferred tools: rabbitmq, docker, swagger. Responsibilities include improved service reliability, optimized database queries, and built microservices.","Backend Developer with hands-on experience in saas. Key strengths include microservices, node.js, mongodb, python, rest api and practical delivery in production systems. Experience: built microservices, implemented authentication, and improved service reliability. Tools used: swagger, docker, kafka. Achievements: increased conversion by 18%; improved model accuracy by 37%. Additional exposure: junit.","flask, express, postgresql, node.js, redis, pytest, docker, built microservices, improved service reliability",0,0
Backend Developer,Prime Systems,"We are hiring a Backend Developer for our saas platform. Required skills: python, postgresql, mongodb, rest api, microservices. Preferred tools: swagger, kafka, rabbitmq. Responsibilities include improved service reliability, designed scalable apis, and built microservices.","Backend Developer with hands-on experience in healthcare. Key strengths include microservices, postgresql, redis, rest api, flask and practical delivery in production systems. Experience: optimized database queries, implemented authentication, and designed scalable apis. Tools used: pytest, docker, kafka. Achievements: improved throughput by 62%; saved 55 engineering hours per month. Additional exposure: roadmapping.","redis, node.js, express, flask, postgresql, kafka, docker, optimized database queries, designed scalable apis",0,0
Backend Developer,Nex Analytics,"We are hiring a Backend Developer for our healthcare platform. Required skills: rest api, node.js, python, redis, postgresql. Preferred tools: pytest, docker, swagger. Responsibilities include built microservices, designed scalable apis, and optimized database queries.","Backend Developer with hands-on experience in telecom. Key strengths include microservices, postgresql, express, redis, node.js and practical delivery in production systems. Experience: built microservices, designed scalable apis, and improved service reliability. Tools used: swagger, rabbitmq, pytest. Achievements: improved model accuracy by 49%; increased conversion by 56%. Additional exposure: python.","node.js, microservices, redis, python, rest api, rabbitmq, pytest, designed scalable apis, optimized database queries",0,0
Backend Developer,Apex Labs,"We are hiring a Backend Developer for our saas platform. Required skills: redis, node.js, microservices, mongodb, rest api. Preferred tools: kafka, pytest, docker. Responsibilities include implemented authentication, optimized database queries, and improved service reliability.","Backend Developer with hands-on experience in telecom. Key strengths include postgresql, python, redis, mongodb, express and practical delivery in production systems. Experience: implemented authentication, improved service reliability, and optimized database queries. Tools used: pytest, swagger, docker. Achievements: increased conversion by 18%; reduced latency by 54%. Additional exposure: data cleaning.","rest api, express, flask, mongodb, node.js, docker, pytest, implemented authentication, optimized database queries",1,1
Backend Developer,Nex Digital,"We are hiring a Backend Developer for our edtech platform. Required skills: flask, node.js, redis, microservices, postgresql. Preferred tools: pytest, swagger, kafka. Responsibilities include implemented authentication, built microservices, and improved service reliability.","Backend Developer with hands-on experience in logistics. Key strengths include python, mongodb, redis, node.js, express and practical delivery in production systems. Experience: improved service reliability, implemented authentication, and built microservices. Tools used: docker, swagger, kafka. Achievements: improved throughput by 16%; improved throughput by 22%. Additional exposure: sql.","redis, flask, express, mongodb, rest api, kafka, swagger, improved service reliability, implemented authentication",1,2
Backend Developer,Orbit Technologies,"We are hiring a Backend Developer for our fintech platform. Required skills: rest api, python, microservices, postgresql, node.js. Preferred tools: swagger, kafka, pytest. Responsibilities include optimized database queries, implemented authentication, and improved service reliability.","Backend Developer with hands-on experience in banking. Key strengths include python, microservices, mongodb, rest api, node.js and practical delivery in production systems. Experience: improved service reliability, designed scalable apis, and optimized database queries. Tools used: swagger, rabbitmq, pytest. Achievements: increased conversion by 58%; saved 35 engineering hours per month. Additional exposure: aws.","redis, python, node.js, mongodb, rest api, swagger, kafka, built microservices, implemented authentication",0,1
Backend Developer,Nova Works,"We are hiring a Backend Developer for our logistics platform. Required skills: python, mongodb, microservices, express, redis. Preferred tools: kafka, pytest, docker. Responsibilities include built microservices, optimized database queries, and designed scalable apis.","Backend Developer with hands-on experience in logistics. Key strengths include express, postgresql, redis, flask, rest api and practical delivery in production systems. Experience: implemented authentication, improved service reliability, and designed scalable apis. Tools used: pytest, docker, kafka. Achievements: saved 34 engineering hours per month; improved model accuracy by 62%. Additional exposure: selenium.","microservices, rest api, express, python, redis, swagger, kafka, improved service reliability, designed scalable apis",0,1
Backend Developer,Vertex Analytics,"We are hiring a Backend Developer for our healthcare platform. Required skills: rest api, postgresql, mongodb, flask, express. Preferred tools: rabbitmq, kafka, docker. Responsibilities include optimized database queries, designed scalable apis, and built microservices.","Backend Developer with hands-on experience in healthcare. Key strengths include redis, python, flask, microservices, node.js and practical delivery in production systems. Experience: designed scalable apis, implemented authentication, and built microservices. Tools used: kafka, rabbitmq, docker. Achievements: saved 60 engineering hours per month; improved throughput by 27%. Additional exposure: mysql.","rest api, express, redis, node.js, postgresql, docker, pytest, optimized database queries, designed scalable apis",1,3
Backend Developer,Orbit Systems,"We are hiring a Backend Developer for our banking platform. Required skills: node.js, rest api, redis, flask, postgresql. Preferred tools: pytest, swagger, rabbitmq. Responsibilities include improved service reliability, built microservices, and implemented authentication.","Backend Developer with hands-on experience in healthcare. Key strengths include rest api, flask, redis, postgresql, mongodb and practical delivery in production systems. Experience: implemented authentication, optimized database queries, and improved service reliability. Tools used: pytest, docker, kafka. Achievements: cut incident volume by 13%; improved model accuracy by 20%. Additional exposure: redux.","python, postgresql, flask, redis, rest api, swagger, rabbitmq, designed scalable apis, improved service reliability",1,2
Backend Developer,Nex Works,"We are hiring a Backend Developer for our telecom platform. Required skills: redis, postgresql, node.js, microservices, python. Preferred tools: kafka, pytest, docker. Responsibilities include designed scalable apis, improved service reliability, and built microservices.","Backend Developer with hands-on experience in telecom. Key strengths include mongodb, redis, express, postgresql, flask and practical delivery in production systems. Experience: improved service reliability, built microservices, and implemented authentication. Tools used: swagger, kafka, docker. Achievements: cut incident volume by 19%; improved throughput by 51%. Additional exposure: python.","redis, node.js, postgresql, python, express, kafka, rabbitmq, improved service reliability, optimized database queries",1,2
Backend Developer,BluePeak Works,"We are hiring a Backend Developer for our retail platform. Required skills: express, microservices, rest api, mongodb, postgresql. Preferred tools: rabbitmq, docker, swagger. Responsibilities include designed scalable apis, implemented authentication, and optimized database queries.","Backend Developer with hands-on experience in saas. Key strengths include express, rest api, microservices, mongodb, node.js and practical delivery in production systems. Experience: built microservices, improved service reliability, and optimized database queries. Tools used: swagger, docker, kafka. Achievements: cut incident volume by 49%; cut incident volume by 14%. Additional exposure: vulnerability assessment.","microservices, redis, express, mongodb, rest api, docker, kafka, built microservices, designed scalable apis",1,3
Backend Developer,Nex Labs,"We are hiring a Backend Developer for our retail platform. Required skills: microservices, redis, python, node.js, rest api. Preferred tools: docker, rabbitmq, swagger. Responsibilities include built microservices, designed scalable apis, and improved service reliability.","Backend Developer with hands-on experience in ecommerce. Key strengths include mongodb, rest api, express, microservices, flask and practical delivery in production systems. Experience: improved service reliability, implemented authentication, and built microservices. Tools used: kafka, rabbitmq, pytest. Achievements: cut incident volume by 16%; reduced cloud costs by 29%. Additional exposure: fastapi.","redis, rest api, postgresql, python, mongodb, docker, pytest, optimized database queries, built microservices",0,0
Backend Developer,Orbit Systems,"We are hiring a Backend Developer for our healthcare platform. Required skills: express, microservices, flask, node.js, rest api. Preferred tools: kafka, swagger, rabbitmq. Responsibilities include built microservices, optimized database queries, and improved service reliability.","Backend Developer with hands-on experience in telecom. Key strengths include rest api, flask, redis, microservices, express and practical delivery in production systems. Experience: designed scalable apis, implemented authentication, and optimized database queries. Tools used: swagger, pytest, kafka. Achievements: cut incident volume by 62%; improved model accuracy by 41%. Additional exposure: defect tracking.","redis, microservices, python, rest api, flask, swagger, rabbitmq, implemented authentication, optimized database queries",1,2
Backend Developer,BluePeak Digital,"We are hiring a Backend Developer for our retail platform. Required skills: node.js, redis, rest api, postgresql, microservices. Preferred tools: swagger, pytest, rabbitmq. Responsibilities include designed scalable apis, implemented authentication, and built microservices.","Backend Developer with hands-on experience in healthcare. Key strengths include microservices, express, python, flask, postgresql and practical delivery in production systems. Experience: optimized database queries, implemented authentication, and improved service reliability. Tools used: rabbitmq, pytest, docker. Achievements: increased conversion by 33%; improved model accuracy by 40%. Additional exposure: soc operations.","postgresql, microservices, express, node.js, redis, docker, swagger, optimized database queries, designed scalable apis",0,0
